0,0,0,0,0,0,0,0,3,4,0,0
0,0,0,0,0,0,0,0,3,4,0,0
0,0,0,0,0,0,0,0,3,4,0,0
0,0,0,0,0,0,0,0,3,4,0,0
0,0,0,0,0,0,0,0,3,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,23,0,0,3,4,0,18
0,0,0,0,0,39,0,0,3,4,0,34
0,0,0,0,23,42,0,0,3,4,19,37
0,0,0,0,39,56,0,0,3,4,35,51
0,0,0,33,42,36,0,0,3,37,38,31
0,0,30,49,56,36,0,0,33,53,52,31
0,0,46,52,36,39,0,0,49,56,32,34
0,18,49,66,36,38,0,15,52,70,32,33
33,34,63,46,39,39,28,31,66,50,35,34
49,37,43,46,38,37,44,34,46,50,34,32
52,51,43,49,39,37,47,48,46,53,35,32
66,31,46,48,37,36,61,28,49,52,33,31
46,31,45,49,37,36,41,28,48,53,33,31
46,34,46,47,36,32,41,31,49,51,32,27
49,33,44,47,36,28,44,30,47,51,32,23
48,34,44,46,32,25,43,31,47,50,28,20
49,32,43,46,28,28,44,29,46,50,24,23
47,32,43,42,25,28,42,29,46,46,21,23
47,31,39,38,28,27,42,28,42,42,24,22
46,31,35,35,28,27,41,28,38,39,24,22
46,27,32,38,27,27,41,24,35,42,23,22
42,23,35,38,27,29,37,20,38,42,23,24
38,20,35,37,27,29,33,17,38,41,23,24
35,23,34,37,29,26,30,20,37,41,25,21
38,23,34,37,29,76,33,20,37,41,25,71
38,22,34,39,26,233,33,19,37,43,22,228
37,22,36,39,76,251,32,19,39,43,72,246
37,22,36,36,233,251,32,19,39,40,229,246
37,24,33,86,251,251,32,21,36,90,247,246
39,24,83,243,251,251,34,21,86,247,247,246
39,21,240,255,251,252,34,18,243,255,247,247
36,71,255,255,251,252,31,68,255,255,247,247
86,228,255,255,252,252,81,225,255,255,248,247
243,246,255,255,252,252,238,243,255,255,248,247
255,246,255,255,252,252,255,243,255,255,248,247
